Summer2025HuntTile.create!(
      [
        {id: 1, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 3, gimmick_tile_type_value: 0, is_movable: 1, position_x: 2, position_y: 2},
        {id: 176, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 23},
        {id: 177, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 23},
        {id: 178, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 23},
        {id: 179, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 23},
        {id: 180, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 24},
        {id: 181, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 25},
        {id: 182, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 4, gimmick_tile_type_value: 0, is_movable: 1, position_x: 2, position_y: 26},
        {id: 183, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 3, position_y: 26},
        {id: 184, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 4, position_y: 26},
        {id: 185, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 5, position_y: 26},
        {id: 186, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 26},
        {id: 187, group_id: 1, field_tile_type_id: 0, gimmick_tile_type_id: 5, gimmick_tile_type_value: 4, is_movable: 1, position_x: 13, position_y: 10},
        {id: 188, group_id: 1, field_tile_type_id: 0, gimmick_tile_type_id: 5, gimmick_tile_type_value: 2, is_movable: 1, position_x: 22, position_y: 21}
      ])
Summer2025HuntTile.expire_all_cache
